NAME nsam scaffold Gene Start End Length ThetaRTaj_1 ThetaRTaj_2 ThetaRTaj_3 ThetaRTaj_4 ThetaRTaj_5 ThetaRTaj_6 ThetaRTaj_7 ThetaRTaj_8 ThetaRTaj_9 ThetaRTaj_10 ThetaRTaj_11 ThetaRTaj_12 ThetaRTaj_13 ThetaRTaj_14 ThetaRTaj_15 ThetaRTaj_16 ThetaRTaj_17 ThetaRTaj_18 ThetaRTaj_19 ThetaRTaj_20 ThetaRTaj_21 ThetaRTaj_22 ThetaRTaj_23 ThetaRTaj_24 ThetaRTaj_25 ThetaRTaj_26 ThetaRTaj_27 ThetaRTaj_28 ThetaRTaj_29 ThetaRTaj_30 ThetaRTaj_31 ThetaRTaj_32 ThetaRTaj_33 ThetaRTaj_34 ThetaRTaj_35 ThetaRTaj_36 ThetaRTaj_37 ThetaRTaj_38 ThetaRTaj_39 ThetaRTaj_40 ThetaRTaj_41 ThetaRTaj_42 ThetaRTaj_43 ThetaRTaj_44 ThetaRTaj_45 ThetaRTaj_46 ThetaRTaj_47 ThetaRTaj_48 ThetaRTaj_49 ThetaRTaj_50 ThetaRTaj_51 ThetaRTaj_52 ThetaRTaj_53 ThetaRTaj_54 ThetaRTaj_55 ThetaRTaj_56 ThetaRTaj_57 ThetaRTaj_58 ThetaRTaj_59 ThetaRTaj_60 ThetaRTaj_61 ThetaRTaj_62 ThetaRTaj_63 ThetaRTaj_64 ThetaRTaj_65 ThetaRTaj_66 ThetaRTaj_67 ThetaRTaj_68 ThetaRTaj_69 ThetaRTaj_70 ThetaRTaj_71 ThetaRTaj_72 ThetaRTaj_73 ThetaRTaj_74 ThetaRTaj_75 ThetaRTaj_76 ThetaRTaj_77 ThetaRTaj_78 ThetaRTaj_79 ThetaRTaj_80 ThetaRTaj_81 ThetaRTaj_82 ThetaRTaj_83 ThetaRTaj_84 ThetaRTaj_85 ThetaRTaj_86 ThetaRTaj_87 ThetaRTaj_88 ThetaRTaj_89 ThetaRTaj_90 ThetaRTaj_91 ThetaRTaj_92 ThetaRTaj_93 ThetaRTaj_94 ThetaRTaj_95 ThetaRTaj_96 ThetaRTaj_97 ThetaRTaj_98 ThetaRTaj_99 ThetaRTaj_100
MICROBIOTE_BILEACID_genes 200 18 EXOC4 15105152 15906734 801583 0.00087 3e-05 3e-05 0.00041 4e-05 3e-05 0.00087 0.00167 4e-04 0.00107 4e-04 0.00154 0.00171 0.00127 0.00038 0.00101 0.00127 0.00127 0.00169 0.00041 4e-04 0.00155 0.0013 0.00126 0.00155 0.00088 0.00116 0.00125 0.00088 0.00086 0.00128 0.00126 4e-05 0.00089 0.00165 0.00167 0.00197 0.00166 0.00172 0.0016 0.0017 0.00129 0.0023 0.00089 0.00122 0.00089 0.00089 0.0017 4e-05 0.00171 4e-05 0.00153 3e-05 4e-05 0.00126 5e-05 0.00127 0.00087 0.00168 0.0016 0.00194 0.00194 0.00172 0.00158 0.00192 0.00226 0.00127 0.00039 0.00039 0.00191 0.00198 0.00104 3e-05 0.00199 0.00227 0.00087 4e-05 3e-05 0.00221 0.00089 0.00087 0.00157 0.00129 0.00218 0.00173 4e-05 0.00175 3e-05 0.00118 3e-05 4e-05 0.00086 0.00156 0.00089 0.00128 0.00192 0.00127 0.00156 0.00191 0.0017
MICROBIOTE_BILEACID_genes 200 18 KLF14 18147124 18149177 2054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MICROBIOTE_BILEACID_genes 200 18 FLNC 19759734 19787616 27883 0.00106 0.00106 0.00474 0.0011 0.00467 0.00538 0.0011 0.00477 0.00106 0.0047 0.00106 0 0.00438 0 0 0.00461 0.0011 0 0.00467 0 0 0 0 0 0.001 0.001 0.001 0.00454 0.001 0.001 0.0011 0.00106 0.0011 0.0047 0.00454 0.00441 0.00535 0 0.0047 0 0 0 0 0.00458 0.00421 0.00581 0.00474 0.001 0.0011 0 0.0011 0 0.0011 3e-05 0 0 0 0.00585 0 0 4e-05 0.00464 0 0.0047 0.00474 0 0.00454 0 0.00458 0 0 0.00464 0 0.00474 0 0 0 4e-05 0 0.00011 0.00447 0.00474 0 0 0 0 0 0 0.001 0.00454 0 0 0.00447 0 0.00454 0.00464 0 0.00474 0.00454 0.00454
MICROBIOTE_BILEACID_genes 200 18 CALU 19841718 19875804 34087 0.00172 0.00194 4e-05 0.00201 4e-05 0.00195 0.00202 3e-04 0.00192 4e-05 0.00195 0.00013 0.00221 1e-04 0.00013 0.00021 0.00175 6e-05 4e-05 9e-05 6e-05 9e-05 4e-05 9e-05 0.00017 0.00017 0.00017 0.00219 0.00017 0.00017 0.0019 0.00191 0.00192 4e-05 0.00211 0.00196 0.00195 4e-05 4e-05 4e-05 4e-05 7e-05 7e-05 0.00215 0.00209 0.00218 4e-05 0.00013 0.00192 4e-05 0.00195 4e-05 0.0019 0.00018 6e-05 4e-05 4e-05 0.00219 4e-05 4e-05 4e-05 0.00021 4e-05 4e-05 2e-05 4e-05 0.00218 6e-05 0.00218 0.00021 4e-05 4e-05 4e-05 4e-05 9e-05 4e-05 4e-05 6e-05 4e-05 4e-05 0.00018 7e-05 4e-05 0.00027 4e-05 6e-05 4e-05 4e-05 0.00017 0.00221 4e-05 4e-05 4e-05 4e-05 0.00224 0.00024 7e-05 4e-05 4e-05 0.0023
MICROBIOTE_BILEACID_genes 200 18 FAM71F2 19919703 19945287 25585 0.00611 0.00582 0.00015 0.00592 0.00045 0.00611 0.00611 0.00012 0.00615 9e-05 0.00597 0.00012 0.00708 9e-05 2e-04 5e-05 0.00599 9e-05 5e-05 0 0.00015 9e-05 5e-05 0.00036 0.0058 0.00592 0.00567 0.00734 0.0058 0.00578 0.00607 0.00592 0.00595 0.00034 0.00718 0.00727 0.00592 0.00013 0.00015 0.00015 0.00011 0.00033 9e-05 0.00746 0.00728 0.00754 0.00026 0.00567 0.00598 5e-05 0.00619 0.00018 0.00599 0.00063 6e-05 0.00018 0.00013 0.00709 0.00033 9e-05 9e-05 0.00017 5e-05 0.00026 1e-04 6e-05 0.00717 0.00045 0.00754 0.00028 0.00019 0 5e-05 0.00027 0.00012 0.00034 6e-05 0.00048 5e-05 5e-05 9e-05 0.00057 9e-05 0.00047 5e-05 9e-05 0.00012 8e-05 0.00576 0.0076 3e-04 6e-05 9e-05 0.00031 0.00743 5e-05 5e-05 0.00011 0.00036 0.00758
MICROBIOTE_BILEACID_genes 200 18 SND1 20261473 20653621 392149 0.00078 0.00012 9e-05 0.00084 1e-04 1e-04 0.00079 0.00011 8e-04 1e-04 0.00082 0.00137 0.00198 0.00081 0.00075 0.00082 8e-04 0.00082 9e-05 0.00073 0.00074 0.00139 0.00084 0.00079 0.00137 7e-04 0.0013 0.00191 0.00075 0.00069 0.00079 0.00082 0.00074 0.00011 0.00197 0.00188 0.00188 0.00074 0.00082 0.00073 0.00077 0.00073 0.00082 0.00159 0.00189 0.00129 9e-05 0.00079 1e-04 0.00075 0.00073 0.00138 0.00073 0.00074 0.00134 0.00073 0.00139 0.00132 0.00081 0.00077 0.00079 0.00079 0.00012 0.00084 0.00081 0.00074 0.00197 8e-04 0.00192 0.00078 0.00083 8e-04 0.00083 9e-05 0.00073 0.00069 0.00075 0.00139 0.00075 0.00139 9e-05 0.00081 0.0014 0.00074 0.00082 0.00073 0.00083 9e-05 0.00135 0.002 0.00074 0.00134 0.00077 0.00083 0.002 0.00012 0.00141 0.00079 1e-04 0.00131
MICROBIOTE_BILEACID_genes 200 18 GRM8 20945049 21756952 811904 0.00086 0.00073 0.00134 0.00066 0.00129 0.00076 0.00085 0.00116 0.00062 0.00133 0.00066 0.00044 0.00093 0.00062 0.00071 0.00085 0.00077 0.00065 0.00114 0.00061 0.00074 0.00045 0.00065 0.00063 0.00023 0.00052 0.00057 0.00066 0.00062 0.00051 0.00034 0.00038 0.00081 0.00113 0.00102 0.00082 0.00134 7e-04 0.00073 0.00055 0.00072 0.00066 0.00036 0.00093 0.00066 0.00109 0.00115 0.00106 0.00113 0.00071 0.00078 0.00073 8e-04 0.00101 0.00092 8e-04 0.00089 0.0011 0.00088 0.00087 0.00079 0.00076 0.00076 0.00077 0.00072 0.00055 0.00071 0.00105 0.00067 0.00035 8e-04 0.00086 0.00117 0.00076 0.00054 0.00053 0.00085 0.00082 0.00053 0.00087 0.00087 0.00079 0.00063 0.00059 0.00076 0.00099 0.00077 0.00066 0.00055 0.00118 0.00086 9e-04 0.00076 0.00067 0.00099 0.00073 0.00063 0.00076 0.00071 0.00056
MICROBIOTE_BILEACID_genes 200 18 CADPS2 24372547 24867287 494741 0.00692 0.00302 0.00231 0.00057 0.00055 0.00141 0.00704 0.00303 0.00101 0.00181 0.00058 0.00196 0.00055 0.00196 0.00677 0.00714 0.00246 0.00195 0.00304 0.00057 0.00704 0.00197 0.00214 0.00198 0.00128 0.0072 0.00111 0.00241 0.0021 0.00698 0.00299 0.00301 0.00704 0.00309 0.00509 0.00459 0.00137 0.00711 0.00303 0.00484 0.00719 0.00186 0.00307 0.00702 0.00437 0.00054 0.00311 0.0045 0.00247 0.00721 0.00742 0.00055 0.00753 0.00758 0.00699 0.00737 0.007 0.00055 0.00501 0.00491 0.00163 0.00241 0.00171 0.00248 0.00057 0.00457 0.00454 0.00302 0.0049 0.00135 0.00141 0.00734 0.00743 0.00141 0.00442 0.00693 0.00701 0.00705 0.00452 0.00709 0.00682 0.00246 0.00738 0.00428 0.00307 0.00722 0.00311 0.0025 0.00111 0.00722 0.00701 0.00674 0.00057 0.00248 0.0046 0.00184 0.00747 0.00055 0.00179 0.00185
MICROBIOTE_BILEACID_genes 200 18 CPED1 25655730 25937923 282194 0.0048 0.00415 0.00424 0.00073 0.00096 0.00177 0.00469 0.00167 0.00069 0.00172 0.00073 8e-04 0.00071 0.00453 0.00439 0.0051 0.00106 0.00465 0.00164 0.00047 0.00458 8e-04 0.00107 0.00457 0.00039 0.00445 0.00068 0.00104 0.00402 0.00427 0.00105 0.00106 0.00435 0.0042 0.00512 0.00414 0.00433 0.00512 0.00217 0.00495 0.00516 0.00153 0.00107 0.00444 0.0044 0.00075 0.0042 0.00436 0.00452 0.00528 0.00442 0.00069 0.00454 0.00537 0.00445 0.00435 0.00443 0.00078 0.00512 0.00495 0.00066 0.0013 0.00069 0.00129 0.00113 0.00431 0.00453 0.00505 0.00414 0.00038 0.00172 0.00526 0.00524 0.00368 0.00468 0.00466 0.00445 0.00447 0.00413 0.00453 0.00428 0.0013 0.0049 0.0044 0.0035 0.00508 0.00348 0.00426 0.00069 0.00524 0.00443 0.00463 0.00111 0.00457 0.00464 0.00084 0.00492 0.00113 0.00079 0.00095
MICROBIOTE_BILEACID_genes 200 18 KCND2 26139457 26624210 484754 0.00456 0.00345 0.00357 0.00101 0.00355 0.00054 0.00456 0.00104 0.00421 0.00065 0.001 0.00055 0.00101 0.00343 0.00448 0.00444 0.00055 0.00345 0.00104 0.00123 0.00457 0.00126 0.00054 0.00358 0.00371 0.00629 0.00393 0.00124 0.00503 0.00612 0.00124 0.00126 0.00622 0.0035 0.00413 0.00416 0.00055 0.00607 0.00054 0.00398 0.00621 0.00126 0.00054 0.00453 0.00326 0.0036 0.0035 0.00395 0.00104 0.00627 0.00452 0.00099 0.00458 0.00459 0.0045 0.00444 0.00454 0.00361 0.00417 0.00405 0.00124 0.00343 0.00128 0.00349 0.00345 0.0042 0.00352 0.00344 0.00345 0.00054 0.00056 0.00451 0.00577 0.00414 0.00414 0.00442 0.00452 0.00457 0.00405 0.00454 0.00551 0.0035 0.00461 0.00393 0.00127 0.00563 0.00127 0.00365 0.00414 0.00576 0.00453 0.0043 0.00343 0.00359 0.0035 0.00336 0.00461 0.00349 0.0034 0.0011
MICROBIOTE_BILEACID_genes 200 18 CFTR 28627717 28818209 190493 0.00409 0.00299 0.00213 0.00255 0.00214 0.00116 0.00412 0.00422 0.00403 0.00182 0.00256 0.00196 0.00258 0.00303 0.00389 0.00372 0.00195 0.00305 0.00423 0.00209 0.00394 0.00197 0.00204 0.00208 0.00344 0.00451 0.00385 0.00177 0.00467 0.00446 0.00179 0.00179 0.0045 0.00307 0.00427 0.00398 0.00117 0.00437 0.00122 0.00398 0.00446 0.00185 0.00115 0.00352 0.00281 0.0021 0.0031 0.00471 0.00328 0.0045 0.00379 0.00244 0.00398 0.00396 0.00349 0.00385 0.00355 0.00213 0.00418 0.00409 0.00181 0.00306 0.0018 0.00307 0.00304 0.00405 0.00213 0.00303 0.00308 0.00119 0.00119 0.00386 0.00403 0.00304 0.00426 0.00387 0.0035 0.00354 0.00399 0.00394 0.00384 0.00305 0.00394 0.00412 0.00184 0.00386 0.0019 0.00217 0.00402 0.00401 0.00351 0.00375 0.0024 0.00213 0.00309 0.00301 0.00397 0.00242 0.00289 0.00117
